run_id,pipeline_id,run_date,start_time,end_time,status,records_processed,compute_cost
R0546,P004,2025-04-15,2025-04-15 17:39:00,2025-04-15 18:33:00,Success,6547878,5.77
R0547,P007,2025-02-15,2025-02-15 22:08:00,2025-02-15 23:30:00,Delayed,185782,27.37
R0548,P008,2025-04-12,2025-04-12 21:25:00,2025-04-12 21:36:00,Failed,0,5.34
R0549,P006,2025-04-25,2025-04-25 19:13:00,2025-04-25 19:44:00,Running,9110300,15.47
R0550,P001,2025-04-23,2025-04-23 17:36:00,2025-04-23 18:15:00,Success,2642221,18.26
R0551,P008,2025-01-04,2025-01-04 15:10:00,2025-01-04 15:30:00,Success,1426428,3.29
R0552,P001,2025-04-24,2025-04-24 18:47:00,2025-04-24 19:19:00,Success,6330811,9.45
R0553,P007,2025-01-12,2025-01-12 04:04:00,2025-01-12 06:08:00,Delayed,8455440,9.32
R0554,P009,2025-02-04,2025-02-04 17:41:00,2025-02-04 18:21:00,Success,2664433,2.46
R0555,P004,2025-01-14,2025-01-14 09:17:00,2025-01-14 10:29:00,Success,7521500,32.6
R0556,P010,2025-01-31,2025-01-31 15:06:00,2025-01-31 15:27:00,Success,8101166,4.18
R0557,P003,2025-03-09,2025-03-09 01:12:00,2025-03-09 01:30:00,Success,279051,1.87
R0558,P008,2025-02-13,2025-02-13 09:59:00,2025-02-13 10:27:00,Success,6863068,8.77
R0559,P005,2025-03-07,2025-03-07 20:36:00,2025-03-07 21:45:00,Success,3170981,20.53
R0560,P010,2025-04-26,2025-04-26 14:47:00,2025-04-26 15:03:00,Success,650682,6.47
R0561,P010,2025-05-01,2025-05-01 01:47:00,2025-05-01 02:01:00,Success,1758985,1.22
R0562,P008,2025-03-07,2025-03-07 20:27:00,2025-03-07 21:15:00,Success,7813418,6.94
R0563,P006,2025-01-28,2025-01-28 19:53:00,2025-01-28 22:15:00,Delayed,8499367,30.26
R0564,P007,2025-04-04,2025-04-04 05:56:00,2025-04-04 06:33:00,Success,9024572,2.95
R0565,P010,2025-03-30,2025-03-30 10:59:00,2025-03-30 12:05:00,Running,8248874,5.55
R0566,P006,2025-01-22,2025-01-22 02:55:00,2025-01-22 03:56:00,Success,3573736,16.24
R0567,P002,2025-03-03,2025-03-03 23:20:00,2025-03-04 00:59:00,Delayed,9595691,39.44
R0568,P004,2025-03-18,2025-03-18 10:38:00,2025-03-18 10:49:00,Success,7459672,2.24
R0569,P001,2025-03-20,2025-03-20 20:09:00,2025-03-20 20:48:00,Success,2186768,19.16
R0570,P001,2025-01-30,2025-01-30 16:49:00,2025-01-30 17:00:00,Running,2483920,1.14
R0571,P004,2025-03-12,2025-03-12 19:40:00,2025-03-12 20:26:00,Success,1769483,9.06
R0572,P010,2025-01-29,2025-01-29 10:25:00,2025-01-29 11:45:00,Success,6665945,35.8
R0573,P003,2025-02-15,2025-02-15 14:38:00,2025-02-15 15:55:00,Success,5043953,31.78
R0574,P001,2025-01-10,2025-01-10 14:28:00,2025-01-10 15:26:00,Success,6027988,10.04
R0575,P006,2025-02-03,2025-02-03 05:00:00,2025-02-03 07:27:00,Delayed,9097800,11.0
R0576,P006,2025-03-15,2025-03-15 07:01:00,2025-03-15 07:55:00,Running,5666426,22.04
R0577,P009,2025-01-25,2025-01-25 07:03:00,2025-01-25 08:38:00,Delayed,1631406,16.89
R0578,P010,2025-04-10,2025-04-10 17:08:00,2025-04-10 17:35:00,Failed,0,3.23
R0579,P006,2025-03-31,2025-03-31 08:34:00,2025-03-31 09:47:00,Success,562329,36.49
R0580,P001,2025-01-23,2025-01-23 20:35:00,2025-01-23 21:50:00,Delayed,6567903,17.63
R0581,P010,2025-04-17,2025-04-17 10:34:00,2025-04-17 10:54:00,Success,1148146,5.48
R0582,P008,2025-02-07,2025-02-07 02:27:00,2025-02-07 02:38:00,Success,7150169,5.07
R0583,P010,2025-02-09,2025-02-09 21:02:00,2025-02-09 21:54:00,Success,7417996,6.59
R0584,P005,2025-01-15,2025-01-15 08:01:00,2025-01-15 09:11:00,Success,1462341,6.0
R0585,P001,2025-03-13,2025-03-13 11:50:00,2025-03-13 13:10:00,Running,5638322,27.61
R0586,P010,2025-01-28,2025-01-28 14:58:00,2025-01-28 16:10:00,Delayed,5164094,33.14
R0587,P004,2025-04-20,2025-04-20 23:26:00,2025-04-21 00:44:00,Success,8601588,10.66
R0588,P010,2025-03-12,2025-03-12 00:38:00,2025-03-12 01:40:00,Success,3266164,11.24
R0589,P003,2025-02-19,2025-02-19 23:41:00,2025-02-20 00:24:00,Success,8432893,6.98
R0590,P004,2025-03-22,2025-03-22 19:50:00,2025-03-22 20:32:00,Success,2817383,6.2
R0591,P002,2025-03-09,2025-03-09 22:27:00,2025-03-09 23:39:00,Success,2016953,7.76
R0592,P008,2025-04-06,2025-04-06 23:16:00,2025-04-06 23:56:00,Success,2326691,2.58
R0593,P004,2025-02-02,2025-02-02 21:57:00,2025-02-02 22:27:00,Success,4100903,8.07
R0594,P008,2025-03-21,2025-03-21 02:08:00,2025-03-21 04:37:00,Delayed,3897380,22.05
R0595,P001,2025-04-23,2025-04-23 18:48:00,2025-04-23 18:57:00,Failed,0,2.49
R0596,P010,2025-02-03,2025-02-03 14:18:00,2025-02-03 14:45:00,Failed,0,1.35
R0597,P003,2025-04-17,2025-04-17 06:25:00,2025-04-17 07:51:00,Success,7049075,40.15
R0598,P010,2025-04-21,2025-04-21 08:57:00,2025-04-21 09:26:00,Success,5823131,10.5
R0599,P006,2025-01-17,2025-01-17 16:52:00,2025-01-17 17:38:00,Success,680659,13.74
R0600,P008,2025-03-20,2025-03-20 17:39:00,2025-03-20 18:46:00,Running,8834423,6.78
R0601,P008,2025-01-15,2025-01-15 14:13:00,2025-01-15 14:25:00,Success,8238903,3.05
R0602,P007,2025-01-16,2025-01-16 17:04:00,2025-01-16 17:17:00,Running,768413,4.39
R0603,P005,2025-02-06,2025-02-06 08:45:00,2025-02-06 08:54:00,Failed,0,3.01
R0604,P003,2025-03-06,2025-03-06 00:42:00,2025-03-06 01:02:00,Failed,0,6.69
R0605,P010,2025-02-03,2025-02-03 04:34:00,2025-02-03 05:54:00,Success,9932628,37.93
R0606,P002,2025-04-30,2025-04-30 10:23:00,2025-04-30 10:54:00,Success,7943552,13.15
R0607,P009,2025-04-23,2025-04-23 01:17:00,2025-04-23 02:24:00,Success,1670016,33.09
R0608,P007,2025-01-02,2025-01-02 15:36:00,2025-01-02 16:54:00,Success,7783086,29.54
R0609,P009,2025-04-22,2025-04-22 14:30:00,2025-04-22 14:41:00,Failed,0,3.28
R0610,P002,2025-01-30,2025-01-30 11:37:00,2025-01-30 12:31:00,Success,4750657,23.38
R0611,P004,2025-01-26,2025-01-26 21:07:00,2025-01-26 21:40:00,Success,3090858,3.35
R0612,P002,2025-03-31,2025-03-31 13:52:00,2025-03-31 15:37:00,Delayed,8530806,17.86
R0613,P005,2025-04-09,2025-04-09 14:57:00,2025-04-09 15:18:00,Success,8668200,6.92
R0614,P001,2025-03-20,2025-03-20 11:44:00,2025-03-20 12:14:00,Running,2155280,13.72
R0615,P010,2025-01-13,2025-01-13 05:32:00,2025-01-13 06:30:00,Success,9831106,3.6
R0616,P008,2025-02-07,2025-02-07 15:11:00,2025-02-07 16:03:00,Success,5348485,5.21
R0617,P009,2025-01-30,2025-01-30 02:42:00,2025-01-30 03:42:00,Success,1690027,24.08
R0618,P006,2025-03-31,2025-03-31 22:33:00,2025-03-31 23:10:00,Success,7139849,5.07
R0619,P009,2025-02-03,2025-02-03 13:49:00,2025-02-03 14:27:00,Running,4892630,16.06
R0620,P001,2025-01-11,2025-01-11 07:49:00,2025-01-11 09:02:00,Success,261999,12.79
R0621,P010,2025-02-18,2025-02-18 06:58:00,2025-02-18 08:06:00,Success,7934790,27.58
R0622,P005,2025-03-11,2025-03-11 23:21:00,2025-03-12 00:30:00,Success,9747015,11.02
R0623,P007,2025-04-16,2025-04-16 04:14:00,2025-04-16 04:40:00,Success,7444560,6.96
R0624,P007,2025-04-09,2025-04-09 22:15:00,2025-04-09 23:17:00,Success,747772,10.09
R0625,P006,2025-04-05,2025-04-05 04:25:00,2025-04-05 07:00:00,Delayed,3596383,21.25
R0626,P004,2025-04-25,2025-04-25 03:17:00,2025-04-25 03:55:00,Success,6169047,17.18
R0627,P009,2025-03-10,2025-03-10 07:39:00,2025-03-10 09:40:00,Delayed,9902023,50.56
R0628,P004,2025-01-30,2025-01-30 04:39:00,2025-01-30 04:49:00,Success,695391,2.31
R0629,P002,2025-01-14,2025-01-14 15:31:00,2025-01-14 15:47:00,Success,3116197,6.55
R0630,P009,2025-02-04,2025-02-04 05:54:00,2025-02-04 06:40:00,Running,9143372,8.22
R0631,P008,2025-02-07,2025-02-07 23:08:00,2025-02-08 00:15:00,Success,9105248,9.07
R0632,P003,2025-03-08,2025-03-08 13:13:00,2025-03-08 13:42:00,Success,3979257,10.95
R0633,P006,2025-01-16,2025-01-16 16:53:00,2025-01-16 18:18:00,Running,1655341,20.45
R0634,P008,2025-02-25,2025-02-25 04:22:00,2025-02-25 05:54:00,Delayed,1269133,23.92
R0635,P001,2025-04-04,2025-04-04 14:18:00,2025-04-04 15:09:00,Success,1821481,10.69
R0636,P008,2025-02-24,2025-02-24 12:29:00,2025-02-24 12:58:00,Success,9718790,4.36
R0637,P010,2025-01-22,2025-01-22 04:45:00,2025-01-22 05:17:00,Success,2206217,12.15
R0638,P005,2025-01-01,2025-01-01 22:24:00,2025-01-01 23:54:00,Success,9230251,31.9
R0639,P003,2025-03-18,2025-03-18 23:28:00,2025-03-19 00:08:00,Success,3196603,13.09
R0640,P007,2025-04-17,2025-04-17 18:53:00,2025-04-17 19:40:00,Success,750182,2.99
R0641,P003,2025-04-22,2025-04-22 18:44:00,2025-04-22 19:05:00,Failed,0,3.46
R0642,P004,2025-01-02,2025-01-02 17:49:00,2025-01-02 18:16:00,Success,2930022,8.21
R0643,P008,2025-04-26,2025-04-26 21:43:00,2025-04-26 22:35:00,Success,2370689,13.36
R0644,P005,2025-01-16,2025-01-16 23:15:00,2025-01-17 00:19:00,Success,402547,13.62
R0645,P007,2025-01-25,2025-01-25 19:30:00,2025-01-25 20:20:00,Success,7794720,13.31
R0646,P010,2025-04-19,2025-04-19 23:44:00,2025-04-20 00:13:00,Failed,0,10.93
R0647,P005,2025-03-15,2025-03-15 09:52:00,2025-03-15 10:21:00,Success,613307,3.16
R0648,P010,2025-01-17,2025-01-17 00:58:00,2025-01-17 01:18:00,Success,9879297,6.91
R0649,P010,2025-01-04,2025-01-04 21:28:00,2025-01-04 22:14:00,Success,4159655,8.04
R0650,P010,2025-03-19,2025-03-19 13:01:00,2025-03-19 14:23:00,Success,3955049,15.41
R0651,P001,2025-04-13,2025-04-13 07:08:00,2025-04-13 07:55:00,Success,1507358,9.8
R0652,P006,2025-04-26,2025-04-26 10:06:00,2025-04-26 11:29:00,Success,2576181,15.66
R0653,P009,2025-03-13,2025-03-13 15:47:00,2025-03-13 17:07:00,Success,8283417,7.81
R0654,P004,2025-04-06,2025-04-06 15:37:00,2025-04-06 16:51:00,Success,5350292,26.17
R0655,P005,2025-02-25,2025-02-25 11:46:00,2025-02-25 13:08:00,Success,6422824,5.63
R0656,P001,2025-01-04,2025-01-04 19:26:00,2025-01-04 21:17:00,Delayed,6468164,15.87
R0657,P002,2025-01-11,2025-01-11 13:36:00,2025-01-11 14:36:00,Success,9901591,10.99
R0658,P004,2025-01-13,2025-01-13 10:08:00,2025-01-13 10:45:00,Success,4621749,6.34
R0659,P008,2025-01-26,2025-01-26 10:41:00,2025-01-26 11:44:00,Success,5427532,28.87
R0660,P004,2025-02-26,2025-02-26 21:30:00,2025-02-26 22:18:00,Success,7431619,3.53
R0661,P004,2025-03-22,2025-03-22 00:46:00,2025-03-22 01:45:00,Success,8878708,14.16
R0662,P003,2025-03-05,2025-03-05 20:09:00,2025-03-05 20:43:00,Success,7157278,15.57
R0663,P009,2025-03-21,2025-03-21 00:35:00,2025-03-21 00:59:00,Failed,0,10.43
R0664,P007,2025-04-13,2025-04-13 06:08:00,2025-04-13 07:16:00,Success,8307993,24.81
R0665,P001,2025-02-27,2025-02-27 19:54:00,2025-02-27 21:09:00,Success,8861138,32.88
R0666,P002,2025-02-23,2025-02-23 22:25:00,2025-02-23 22:54:00,Failed,0,7.99
R0667,P010,2025-04-08,2025-04-08 21:44:00,2025-04-08 22:29:00,Success,6034190,20.64
R0668,P007,2025-02-08,2025-02-08 12:15:00,2025-02-08 13:36:00,Success,4894664,23.09
R0669,P005,2025-03-09,2025-03-09 08:17:00,2025-03-09 08:35:00,Success,3341982,3.78
R0670,P003,2025-04-16,2025-04-16 04:44:00,2025-04-16 05:46:00,Success,3635520,14.83
R0671,P010,2025-03-22,2025-03-22 23:49:00,2025-03-23 00:23:00,Running,8985922,16.26
R0672,P002,2025-02-25,2025-02-25 10:03:00,2025-02-25 10:20:00,Success,7382352,1.56
R0673,P008,2025-03-06,2025-03-06 21:53:00,2025-03-06 22:18:00,Failed,0,3.75
R0674,P010,2025-02-21,2025-02-21 19:14:00,2025-02-21 19:29:00,Success,3197662,3.29
R0675,P001,2025-02-17,2025-02-17 19:40:00,2025-02-17 21:23:00,Delayed,8982328,19.0
R0676,P004,2025-03-09,2025-03-09 15:01:00,2025-03-09 16:25:00,Success,8734681,6.82
R0677,P004,2025-01-22,2025-01-22 21:52:00,2025-01-22 22:54:00,Success,1486713,4.38
R0678,P007,2025-04-18,2025-04-18 20:36:00,2025-04-18 21:48:00,Success,6621662,27.88
R0679,P009,2025-02-27,2025-02-27 06:43:00,2025-02-27 07:11:00,Failed,0,11.51
R0680,P004,2025-01-04,2025-01-04 09:16:00,2025-01-04 09:23:00,Failed,0,3.21
R0681,P009,2025-04-03,2025-04-03 10:43:00,2025-04-03 10:57:00,Success,8603467,1.18
R0682,P010,2025-04-11,2025-04-11 10:16:00,2025-04-11 10:26:00,Success,7124148,0.67
R0683,P010,2025-03-29,2025-03-29 23:47:00,2025-03-30 00:13:00,Success,9370457,7.92
R0684,P003,2025-03-20,2025-03-20 17:35:00,2025-03-20 18:50:00,Success,8853331,15.07
R0685,P002,2025-04-26,2025-04-26 19:39:00,2025-04-26 20:29:00,Running,8228051,22.67
R0686,P008,2025-04-10,2025-04-10 04:23:00,2025-04-10 05:13:00,Success,9646069,6.45
R0687,P008,2025-02-14,2025-02-14 09:25:00,2025-02-14 10:29:00,Success,5233819,15.08
R0688,P010,2025-03-16,2025-03-16 13:25:00,2025-03-16 14:34:00,Success,720532,29.81
R0689,P008,2025-03-02,2025-03-02 02:21:00,2025-03-02 04:29:00,Delayed,6267844,31.0
R0690,P005,2025-04-05,2025-04-05 05:07:00,2025-04-05 06:04:00,Success,6724048,28.12
R0691,P007,2025-01-06,2025-01-06 10:36:00,2025-01-06 11:51:00,Success,9231046,20.38
R0692,P001,2025-04-09,2025-04-09 10:22:00,2025-04-09 11:25:00,Success,5868793,19.51
R0693,P008,2025-01-22,2025-01-22 11:11:00,2025-01-22 11:39:00,Success,7078156,9.34
R0694,P009,2025-03-18,2025-03-18 15:50:00,2025-03-18 17:14:00,Success,3495404,13.57
R0695,P006,2025-03-31,2025-03-31 07:52:00,2025-03-31 09:07:00,Success,8526288,33.62
R0696,P010,2025-03-15,2025-03-15 07:50:00,2025-03-15 10:26:00,Delayed,7702925,68.86
R0697,P004,2025-02-12,2025-02-12 17:44:00,2025-02-12 18:48:00,Success,3884671,16.27
R0698,P008,2025-03-15,2025-03-15 09:35:00,2025-03-15 09:56:00,Success,3757065,1.64
R0699,P009,2025-02-05,2025-02-05 07:17:00,2025-02-05 08:36:00,Success,1881144,32.79
R0700,P009,2025-01-28,2025-01-28 15:12:00,2025-01-28 16:08:00,Success,9944279,7.54
R0701,P004,2025-01-24,2025-01-24 01:08:00,2025-01-24 02:25:00,Success,6874537,12.53
R0702,P006,2025-04-17,2025-04-17 11:59:00,2025-04-17 12:31:00,Success,1684124,7.78
R0703,P001,2025-02-24,2025-02-24 02:50:00,2025-02-24 03:10:00,Success,3759642,2.37
R0704,P008,2025-04-30,2025-04-30 12:43:00,2025-04-30 13:03:00,Success,8202965,4.62
R0705,P008,2025-02-19,2025-02-19 17:36:00,2025-02-19 17:57:00,Success,9644978,4.31
R0706,P004,2025-04-06,2025-04-06 07:02:00,2025-04-06 07:14:00,Failed,0,5.07
R0707,P004,2025-01-08,2025-01-08 04:00:00,2025-01-08 05:11:00,Success,3908370,18.05
R0708,P009,2025-02-25,2025-02-25 05:02:00,2025-02-25 05:26:00,Success,5279130,8.87
R0709,P007,2025-03-21,2025-03-21 05:36:00,2025-03-21 06:05:00,Failed,0,7.58
R0710,P008,2025-02-17,2025-02-17 18:15:00,2025-02-17 18:39:00,Failed,0,2.28
R0711,P009,2025-02-21,2025-02-21 04:33:00,2025-02-21 05:08:00,Running,7582573,2.17
R0712,P006,2025-02-16,2025-02-16 16:00:00,2025-02-16 16:56:00,Success,5751833,13.15
R0713,P002,2025-02-14,2025-02-14 07:33:00,2025-02-14 07:54:00,Success,395460,5.94
R0714,P006,2025-04-19,2025-04-19 22:30:00,2025-04-19 23:25:00,Success,967616,19.25
R0715,P007,2025-03-22,2025-03-22 00:17:00,2025-03-22 01:41:00,Running,7136046,30.76
R0716,P010,2025-04-15,2025-04-15 00:45:00,2025-04-15 02:03:00,Success,5628612,22.9
R0717,P006,2025-02-16,2025-02-16 21:49:00,2025-02-16 22:23:00,Success,1009373,3.1
R0718,P004,2025-04-13,2025-04-13 20:15:00,2025-04-13 22:19:00,Delayed,4530993,16.65
R0719,P007,2025-04-19,2025-04-19 10:18:00,2025-04-19 10:57:00,Success,4569940,9.21
R0720,P007,2025-02-18,2025-02-18 22:32:00,2025-02-18 23:41:00,Success,2864899,13.58
R0721,P004,2025-01-27,2025-01-27 03:35:00,2025-01-27 03:45:00,Success,8134024,3.78
R0722,P003,2025-04-06,2025-04-06 08:05:00,2025-04-06 08:25:00,Success,9040082,7.83
R0723,P001,2025-01-07,2025-01-07 05:45:00,2025-01-07 06:05:00,Success,2738326,9.88
R0724,P001,2025-04-17,2025-04-17 05:01:00,2025-04-17 05:51:00,Success,3986553,16.04
R0725,P005,2025-01-08,2025-01-08 03:50:00,2025-01-08 04:54:00,Success,9751307,29.03
R0726,P006,2025-02-05,2025-02-05 16:43:00,2025-02-05 17:08:00,Success,2300284,9.84
R0727,P003,2025-01-31,2025-01-31 09:29:00,2025-01-31 09:39:00,Success,3910414,4.21
R0728,P002,2025-02-20,2025-02-20 03:52:00,2025-02-20 05:19:00,Success,3981751,6.92
R0729,P003,2025-01-09,2025-01-09 09:47:00,2025-01-09 11:47:00,Delayed,2122297,17.07
R0730,P002,2025-02-19,2025-02-19 03:40:00,2025-02-19 04:12:00,Running,3429268,15.73
R0731,P001,2025-02-28,2025-02-28 09:06:00,2025-02-28 09:16:00,Failed,0,2.12
R0732,P003,2025-03-13,2025-03-13 05:48:00,2025-03-13 06:43:00,Success,5619804,4.59
R0733,P001,2025-02-03,2025-02-03 23:59:00,2025-02-04 00:14:00,Success,3780188,4.19
R0734,P009,2025-02-22,2025-02-22 07:48:00,2025-02-22 10:25:00,Delayed,7160195,77.98
R0735,P006,2025-03-24,2025-03-24 14:01:00,2025-03-24 15:26:00,Success,3428296,22.29
R0736,P003,2025-04-15,2025-04-15 05:02:00,2025-04-15 05:24:00,Success,3848581,7.42
R0737,P009,2025-02-14,2025-02-14 18:59:00,2025-02-14 19:36:00,Success,8737969,4.44
R0738,P007,2025-02-07,2025-02-07 09:10:00,2025-02-07 09:44:00,Success,7764629,5.87
R0739,P002,2025-01-29,2025-01-29 22:05:00,2025-01-29 22:16:00,Success,4638002,1.11
R0740,P001,2025-04-07,2025-04-07 16:10:00,2025-04-07 18:21:00,Delayed,4051555,25.6
R0741,P008,2025-03-28,2025-03-28 13:48:00,2025-03-28 13:59:00,Failed,0,4.25
R0742,P008,2025-01-14,2025-01-14 18:32:00,2025-01-14 18:56:00,Failed,0,1.24
R0743,P009,2025-01-18,2025-01-18 05:06:00,2025-01-18 05:33:00,Success,3853098,6.18
R0744,P002,2025-02-13,2025-02-13 21:54:00,2025-02-13 22:23:00,Failed,0,4.66
R0745,P009,2025-04-12,2025-04-12 04:10:00,2025-04-12 04:20:00,Success,2325940,1.15
R0746,P003,2025-04-05,2025-04-05 05:58:00,2025-04-05 06:36:00,Success,7984715,9.53
R0747,P006,2025-03-31,2025-03-31 01:58:00,2025-03-31 03:21:00,Delayed,9511315,37.69
R0748,P008,2025-01-10,2025-01-10 19:30:00,2025-01-10 19:41:00,Success,9857835,3.53
R0749,P009,2025-01-23,2025-01-23 09:03:00,2025-01-23 10:33:00,Success,9206020,30.06
R0750,P007,2025-01-30,2025-01-30 16:03:00,2025-01-30 16:18:00,Running,6875019,2.23
R0751,P006,2025-01-11,2025-01-11 03:57:00,2025-01-11 05:19:00,Success,5003078,28.36
R0752,P004,2025-02-20,2025-02-20 14:54:00,2025-02-20 15:49:00,Success,1997707,4.87
R0753,P001,2025-03-26,2025-03-26 11:15:00,2025-03-26 12:12:00,Success,3812658,22.0
R0754,P004,2025-04-30,2025-04-30 16:18:00,2025-04-30 17:35:00,Success,7019604,20.11
R0755,P007,2025-04-03,2025-04-03 14:31:00,2025-04-03 15:06:00,Success,111009,13.03
R0756,P002,2025-01-24,2025-01-24 01:55:00,2025-01-24 03:01:00,Success,7190117,9.6
R0757,P002,2025-02-03,2025-02-03 12:04:00,2025-02-03 13:03:00,Success,3668429,15.63
R0758,P007,2025-04-02,2025-04-02 02:52:00,2025-04-02 03:42:00,Success,424612,5.7
R0759,P009,2025-01-25,2025-01-25 12:49:00,2025-01-25 13:59:00,Success,3075561,15.7
R0760,P005,2025-01-14,2025-01-14 03:36:00,2025-01-14 04:47:00,Success,7187725,8.97
R0761,P009,2025-02-21,2025-02-21 15:10:00,2025-02-21 15:44:00,Success,389854,13.4
R0762,P008,2025-03-17,2025-03-17 15:44:00,2025-03-17 16:08:00,Failed,0,6.89
R0763,P006,2025-01-08,2025-01-08 23:03:00,2025-01-08 23:50:00,Success,1013900,6.76
R0764,P001,2025-01-23,2025-01-23 14:19:00,2025-01-23 14:34:00,Success,2062871,7.01
R0765,P002,2025-01-07,2025-01-07 23:38:00,2025-01-08 00:12:00,Success,1697147,11.66
R0766,P010,2025-03-01,2025-03-01 02:21:00,2025-03-01 02:57:00,Success,1339275,11.46
R0767,P001,2025-05-01,2025-05-01 11:53:00,2025-05-01 12:45:00,Success,1173824,11.0
R0768,P006,2025-03-20,2025-03-20 02:22:00,2025-03-20 05:10:00,Delayed,1650897,38.52
R0769,P001,2025-02-11,2025-02-11 00:22:00,2025-02-11 01:13:00,Success,1794419,15.48
R0770,P006,2025-03-10,2025-03-10 17:31:00,2025-03-10 18:32:00,Success,6580986,10.07
R0771,P004,2025-02-18,2025-02-18 15:32:00,2025-02-18 16:15:00,Success,429227,11.7
R0772,P008,2025-01-12,2025-01-12 10:23:00,2025-01-12 11:46:00,Success,5067686,27.29
R0773,P008,2025-02-25,2025-02-25 09:03:00,2025-02-25 09:47:00,Success,2483285,8.8
R0774,P004,2025-03-07,2025-03-07 16:36:00,2025-03-07 17:13:00,Success,8736446,5.99
R0775,P010,2025-02-15,2025-02-15 02:09:00,2025-02-15 02:34:00,Success,3887775,3.32
R0776,P001,2025-02-23,2025-02-23 04:28:00,2025-02-23 05:36:00,Success,2002664,29.88
R0777,P007,2025-04-01,2025-04-01 23:04:00,2025-04-02 00:14:00,Success,1114823,22.81
R0778,P004,2025-03-24,2025-03-24 01:46:00,2025-03-24 03:09:00,Success,7476888,12.19
R0779,P008,2025-04-10,2025-04-10 06:10:00,2025-04-10 06:58:00,Success,152844,22.79
R0780,P001,2025-04-23,2025-04-23 08:37:00,2025-04-23 09:45:00,Success,2286139,25.04
R0781,P009,2025-03-20,2025-03-20 19:56:00,2025-03-20 21:11:00,Success,1037565,24.8
R0782,P005,2025-04-14,2025-04-14 21:04:00,2025-04-14 21:57:00,Success,6622007,18.51
R0783,P010,2025-04-13,2025-04-13 08:39:00,2025-04-13 09:28:00,Success,8051690,16.11
R0784,P008,2025-04-23,2025-04-23 06:56:00,2025-04-23 07:31:00,Success,3823560,11.25
R0785,P009,2025-02-22,2025-02-22 11:03:00,2025-02-22 12:33:00,Success,1000697,37.52
R0786,P007,2025-04-26,2025-04-26 19:38:00,2025-04-26 20:08:00,Success,5741818,9.97
R0787,P001,2025-01-01,2025-01-01 13:15:00,2025-01-01 13:50:00,Success,3394076,10.3
R0788,P001,2025-03-25,2025-03-25 16:17:00,2025-03-25 16:56:00,Success,7090940,18.45
R0789,P006,2025-02-12,2025-02-12 06:48:00,2025-02-12 08:39:00,Delayed,7859268,37.17
R0790,P002,2025-01-04,2025-01-04 01:29:00,2025-01-04 02:38:00,Success,7110362,6.17
R0791,P005,2025-04-29,2025-04-29 15:10:00,2025-04-29 15:40:00,Success,5699938,9.53
R0792,P002,2025-04-30,2025-04-30 10:44:00,2025-04-30 11:29:00,Success,301497,8.76
R0793,P008,2025-03-06,2025-03-06 23:39:00,2025-03-07 00:38:00,Success,4418732,8.35
R0794,P007,2025-02-15,2025-02-15 22:27:00,2025-02-15 23:43:00,Success,1290976,5.99
R0795,P005,2025-02-08,2025-02-08 12:20:00,2025-02-08 12:53:00,Success,135210,2.25
R0796,P003,2025-03-05,2025-03-05 01:36:00,2025-03-05 03:04:00,Delayed,9232659,18.22
R0797,P005,2025-03-31,2025-03-31 05:47:00,2025-03-31 06:27:00,Success,9510604,17.05
R0798,P002,2025-02-24,2025-02-24 18:12:00,2025-02-24 18:47:00,Success,9693396,4.56
R0799,P009,2025-03-24,2025-03-24 12:45:00,2025-03-24 13:03:00,Success,4672532,5.5
R0800,P006,2025-01-15,2025-01-15 01:27:00,2025-01-15 01:38:00,Running,610592,5.21
R0801,P008,2025-03-26,2025-03-26 07:36:00,2025-03-26 08:28:00,Success,2422588,5.42
R0802,P005,2025-02-27,2025-02-27 15:50:00,2025-02-27 16:01:00,Failed,0,1.04
R0803,P010,2025-03-11,2025-03-11 14:04:00,2025-03-11 14:11:00,Failed,0,2.4
R0804,P005,2025-01-22,2025-01-22 19:15:00,2025-01-22 20:54:00,Delayed,7794152,37.63
R0805,P006,2025-04-24,2025-04-24 03:18:00,2025-04-24 03:47:00,Success,2019639,2.55
R0806,P007,2025-03-31,2025-03-31 12:20:00,2025-03-31 13:27:00,Delayed,7877552,4.2
R0807,P001,2025-03-29,2025-03-29 13:56:00,2025-03-29 15:12:00,Success,7480149,28.94
R0808,P003,2025-04-13,2025-04-13 16:58:00,2025-04-13 17:19:00,Success,5908712,7.66
R0809,P010,2025-02-17,2025-02-17 12:38:00,2025-02-17 13:42:00,Success,2726593,13.74
R0810,P006,2025-01-30,2025-01-30 07:37:00,2025-01-30 08:47:00,Success,5995448,20.67
R0811,P004,2025-01-19,2025-01-19 22:57:00,2025-01-20 00:07:00,Success,3711973,10.15
R0812,P005,2025-01-31,2025-01-31 09:41:00,2025-01-31 10:12:00,Success,60844,11.67
R0813,P004,2025-01-21,2025-01-21 06:42:00,2025-01-21 08:04:00,Success,6265100,27.0
R0814,P002,2025-04-27,2025-04-27 20:14:00,2025-04-27 21:03:00,Success,1333844,3.47
R0815,P010,2025-01-14,2025-01-14 19:18:00,2025-01-14 20:29:00,Success,507377,33.15
R0816,P006,2025-01-12,2025-01-12 03:17:00,2025-01-12 03:41:00,Success,1440120,2.54
R0817,P005,2025-01-21,2025-01-21 23:16:00,2025-01-22 00:17:00,Success,5791646,3.19
R0818,P005,2025-02-07,2025-02-07 12:41:00,2025-02-07 13:47:00,Success,6188142,10.6
